tmax01,tmax02,tmax03,tmax04,tmax05,tmax06,tmax07,tmax08,tmax09,tmax10,tmax11,tmax12,tmax13,tmax14,tmax15,tmax16,tmax17,tmax18,tmax19,tmax20,tmax21,tmax22,tmax23,tmax24,tmax25,tmax26,tmax27,tmax28,tmax29,tmax30,tmax31,tmax32,tmax33,tmax34,tmax35,tmax36,tmax37,tmax38,tmax39,tmax40,tmax41,tmax42,tmax43,tmax44,tmax45,tmax46,tmax47,tmax48,tmax49,tmax50,tmax51,tmax52,tmin01,tmin02,tmin03,tmin04,tmin05,tmin06,tmin07,tmin08,tmin09,tmin10,tmin11,tmin12,tmin13,tmin14,tmin15,tmin16,tmin17,tmin18,tmin19,tmin20,tmin21,tmin22,tmin23,tmin24,tmin25,tmin26,tmin27,tmin28,tmin29,tmin30,tmin31,tmin32,tmin33,tmin34,tmin35,tmin36,tmin37,tmin38,tmin39,tmin40,tmin41,tmin42,tmin43,tmin44,tmin45,tmin46,tmin47,tmin48,tmin49,tmin50,tmin51,tmin52,ppt_ann,sm01,sm02,sm03,sm04,sm05,sm06,sm07,sm08,sm09,sm10,sm11,sm12,sm13,sm14,sm15,sm16,sm17,sm18,sm19,sm20,sm21,sm22,sm23,sm24,sm25,sm26,sm27,sm28,sm29,sm30,sm31,sm32,sm33,sm34,sm35,sm36,sm37,sm38,sm39,sm40,sm41,sm42,sm43,sm44,sm45,sm46,sm47,sm48,sm49,sm50,sm51,sm52
8.150761604,8.64095211,8.682189941,8.131856918,9.409428596,10.36642838,10.37233353,11.73590469,13.65471363,12.97128582,14.61100006,15.79090405,16.38433266,17.71009445,18.81990433,19.53709412,21.17966652,23.28442764,24.05038071,24.86152267,25.665905,26.73452377,28.12342834,30.08204651,30.9176178,30.93218994,32.1817627,31.87790489,32.29700089,32.79999924,32.96857071,32.62233353,32.57152176,32.58423615,30.6903801,28.45147514,28.22928429,26.54676056,25.06585693,23.93347549,22.37480927,20.77557182,19.27680969,17.60966682,16.86014175,15.0500946,13.26076126,12.28409481,11.12671375,9.450618744,8.502332687,8.756666183,-0.007809517,0.14061904,0.497571409,0.099857152,0.150761902,1.084619045,1.353714228,2.485380888,3.051999807,3.407904625,3.648857117,4.718761921,5.813428402,6.645666599,7.507809162,8.013666153,9.202713966,11.07271385,11.67780972,12.88819027,13.73019028,14.52509499,15.77071381,17.18157196,17.86571312,18.4418087,18.88128471,18.9527607,19.24238014,19.84233284,20.13818932,19.86947632,19.3087616,19.06395149,17.79380989,16.09023857,15.62099934,14.65680885,13.45419025,12.65028572,11.79166603,10.27195263,9.347571373,7.266476154,7.504952431,6.432952404,4.809094906,4.307190418,3.081619024,1.858666658,0.772190452,0.686208308,434.7866821,2798.533447,2778.166748,2783,2726.300049,2814.300049,2927.199951,2926.333252,2883.466553,2678.333252,2751,2672.06665,2405.533447,2702.133301,2739.399902,2723.5,2805.333252,2546.666748,2538.800049,2516.266602,2629.866699,2574.233398,1765.166626,1394.199951,1207.533325,1454.466675,1314.466675,1531.06665,1444.43335,1099.866699,1008.099976,709.333313,982.5666504,934.5666504,907.4000244,709.0999756,654.833313,492.2666626,455.6333313,1208.733276,1750.766724,2256,2179.93335,2697.699951,2743.333252,2819.199951,2967.600098,2872.266602,2846.733398,2777.333252,2989.5,2976.133301,2961.199951
